transaction_id	merchant_id	customer_id	year_month	transaction_date	original_currency	payment_method	status	amount_EUR	fee_EUR	net_amount_EUR
TXN004465	M0194	C00627	2024-07	2024-07-03 01:11:00	EUR	CARD	COMPLETED	1095.06	19.16	1075.9
TXN004467	M0114	C00034	2025-05	2025-05-08 07:00:00	GBP	APPLE PAY	COMPLETED	1328.57	23.25	1305.33
TXN004468	M0199	C00528	2024-05	2024-05-20 23:24:00	GBP	CONTACTLESS	COMPLETED	494.31	8.65	485.66
TXN004469	M0166	C00126	2023-10	2023-10-27 08:29:00	EUR	APPLE PAY	COMPLETED	1000.78	17.51	983.27
TXN004470	M0182	C00026	2025-09	2025-09-06 06:30:00	EUR	APPLE PAY	COMPLETED	1900.74	33.26	1867.48
TXN004471	M0054	C00214	2025-11	2025-11-01 23:59:00	EUR	CONTACTLESS	COMPLETED	1918.26	33.57	1884.69
TXN004472	M0127	C00546	2024-09	2024-09-19 07:13:00	GBP	GOOGLE PAY	COMPLETED	2160.83	37.81	2123.02
TXN004473	M0041	C00876	2026-03	2026-03-05 07:29:00	EUR	GOOGLE PAY	COMPLETED	351.68	6.15	345.53
TXN004474	M0173	C00037	2023-12	2023-12-21 05:21:00	EUR	CONTACTLESS	COMPLETED	1877.91	32.86	1845.05
TXN004475	M0184	C00557	2025-11	2025-11-23 23:44:00	BGN	QR CODE	COMPLETED	913.52	15.99	897.54
TXN004477	M0003	C00700	2024-05	2024-05-11 06:12:00	EUR	QR CODE	COMPLETED	584.97	10.24	574.73
TXN004478	M0132	C00992	2024-01	2024-01-06 17:17:00	EUR	CONTACTLESS	COMPLETED	919.42	16.09	903.33
TXN004479	M0093	C00225	2026-02	2026-02-12 17:40:00	GBP	CARD	COMPLETED	2015.72	35.28	1980.45
TXN004481	M0139	C00723	2023-04	2023-04-16 20:40:00	GBP	APPLE PAY	COMPLETED	830.21	14.53	815.69
TXN004482	M0078	C00553	2026-02	2026-02-11 04:06:00	EUR	GOOGLE PAY	COMPLETED	920.7	16.11	904.59
TXN004483	M0159	C00731	2025-01	2025-01-25 05:27:00	EUR	GOOGLE PAY	COMPLETED	725.19	12.69	712.5
TXN004484	M0051	C00744	2025-08	2025-08-09 16:33:00	EUR	QR CODE	COMPLETED	908.24	15.89	892.35
TXN004485	M0143	C00468	2024-05	2024-05-11 20:51:00	BGN	QR CODE	COMPLETED	731.92	12.81	719.11
TXN004486	M0120	C00083	2025-11	2025-11-19 21:33:00	BGN	APPLE PAY	COMPLETED	1102.67	19.3	1083.38
TXN004487	M0006	C00596	2023-12	2023-12-14 05:06:00	BGN	GOOGLE PAY	COMPLETED	759.62	13.29	746.33
TXN004488	M0089	C00340	2025-07	2025-07-21 02:43:00	EUR	GOOGLE PAY	COMPLETED	1713.16	29.98	1683.18
TXN004489	M0112	C00786	2024-04	2024-04-01 23:41:00	EUR	GOOGLE PAY	COMPLETED	1311.21	22.95	1288.26
TXN004490	M0166	C00892	2024-09	2024-09-07 07:19:00	GBP	QR CODE	COMPLETED	1076.63	18.84	1057.8
TXN004491	M0148	C00367	2025-10	2025-10-19 17:27:00	BGN	QR CODE	COMPLETED	316.2	5.53	310.67
TXN004492	M0023	C00878	2023-04	2023-04-26 07:33:00	GBP	GOOGLE PAY	COMPLETED	720.4	12.6	707.8
TXN004493	M0044	C00248	2023-11	2023-11-11 03:20:00	BGN	GOOGLE PAY	COMPLETED	451.37	7.9	443.47
TXN004494	M0076	C00619	2025-02	2025-02-23 18:43:00	GBP	QR CODE	COMPLETED	2107.89	36.89	2071.0
TXN004495	M0087	C00807	2024-10	2024-10-04 00:12:00	BGN	APPLE PAY	COMPLETED	711.7	12.46	699.24
TXN004496	M0107	C00077	2025-04	2025-04-26 13:49:00	GBP	CARD	COMPLETED	1448.68	25.35	1423.33
TXN004497	M0132	C00094	2024-10	2024-10-19 06:02:00	EUR	CONTACTLESS	COMPLETED	136.3	2.39	133.91
TXN004498	M0189	C00761	2025-08	2025-08-01 06:24:00	EUR	APPLE PAY	COMPLETED	1679.52	29.39	1650.13
TXN004499	M0189	C00847	2025-05	2025-05-14 21:50:00	EUR	CONTACTLESS	COMPLETED	1154.36	20.2	1134.16
TXN004500	M0187	C00219	2024-11	2024-11-19 09:58:00	BGN	CARD	COMPLETED	646.14	11.31	634.83
TXN004501	M0110	C00618	2025-06	2025-06-24 00:51:00	EUR	APPLE PAY	COMPLETED	242.36	4.24	238.12
TXN004502	M0141	C00453	2025-10	2025-10-24 12:46:00	EUR	CONTACTLESS	COMPLETED	2425.54	42.45	2383.09
TXN004503	M0106	C00572	2025-02	2025-02-01 09:59:00	BGN	CONTACTLESS	COMPLETED	965.97	16.9	949.07
TXN004504	M0171	C00287	2024-06	2024-06-11 16:22:00	EUR	GOOGLE PAY	COMPLETED	1536.06	26.88	1509.18
TXN004505	M0111	C00100	2024-02	2024-02-19 19:42:00	GBP	APPLE PAY	COMPLETED	52.55	0.92	51.63
TXN004506	M0198	C00770	2025-07	2025-07-20 20:35:00	GBP	CONTACTLESS	COMPLETED	235.96	4.13	231.83
TXN004509	M0034	C00354	2025-03	2025-03-09 18:01:00	EUR	QR CODE	COMPLETED	1648.8	28.85	1619.95
TXN004510	M0049	C00454	2024-12	2024-12-21 17:51:00	EUR	QR CODE	COMPLETED	2235.09	39.11	2195.98
TXN004511	M0136	C00364	2026-02	2026-02-28 07:28:00	EUR	QR CODE	COMPLETED	685.41	11.99	673.42
TXN004512	M0104	C00162	2025-05	2025-05-28 10:39:00	BGN	APPLE PAY	COMPLETED	274.96	4.81	270.15
TXN004513	M0015	C00606	2024-07	2024-07-17 07:02:00	BGN	GOOGLE PAY	COMPLETED	654.45	11.45	643.0
TXN004516	M0100	C00560	2024-10	2024-10-31 07:32:00	EUR	CONTACTLESS	COMPLETED	1131.05	19.79	1111.26
TXN004517	M0085	C00927	2025-04	2025-04-03 13:39:00	GBP	QR CODE	COMPLETED	636.96	11.15	625.81
TXN004518	M0016	C00441	2024-03	2024-03-10 15:25:00	BGN	QR CODE	COMPLETED	332.72	5.82	326.9
TXN004519	M0032	C00347	2023-07	2023-07-08 13:05:00	EUR	CONTACTLESS	COMPLETED	467.69	8.18	459.51
TXN004520	M0187	C00419	2025-06	2025-06-12 22:20:00	BGN	QR CODE	COMPLETED	1251.48	21.9	1229.58
TXN004521	M0183	C00044	2025-10	2025-10-31 02:40:00	GBP	CARD	COMPLETED	1214.97	21.26	1193.71
TXN004522	M0081	C00866	2024-12	2024-12-07 19:14:00	BGN	GOOGLE PAY	COMPLETED	275.65	4.82	270.83
TXN004523	M0183	C00528	2025-11	2025-11-14 21:25:00	GBP	APPLE PAY	COMPLETED	4.91	0.09	4.83
TXN004524	M0192	C00494	2024-12	2024-12-18 00:10:00	EUR	QR CODE	COMPLETED	1466.34	25.66	1440.68
TXN004525	M0003	C00363	2023-11	2023-11-28 00:04:00	GBP	CARD	COMPLETED	400.72	7.01	393.71
TXN004526	M0139	C00670	2023-09	2023-09-19 11:35:00	EUR	QR CODE	COMPLETED	139.36	2.44	136.92
TXN004527	M0076	C00411	2025-09	2025-09-17 18:49:00	BGN	APPLE PAY	COMPLETED	739.88	12.95	726.93
TXN004528	M0010	C00758	2024-10	2024-10-22 10:07:00	BGN	CONTACTLESS	COMPLETED	736.29	12.88	723.4
TXN004529	M0148	C00677	2025-01	2025-01-19 17:28:00	GBP	CARD	COMPLETED	177.46	3.11	174.35
TXN004530	M0124	C00152	2023-09	2023-09-22 17:00:00	BGN	CONTACTLESS	COMPLETED	821.11	14.37	806.74
TXN004531	M0182	C00959	2025-02	2025-02-16 17:58:00	GBP	CARD	COMPLETED	1530.29	26.78	1503.51
TXN004534	M0011	C00952	2024-12	2024-12-04 06:30:00	GBP	GOOGLE PAY	COMPLETED	1913.63	33.49	1880.14
TXN004535	M0093	C00008	2025-05	2025-05-05 12:09:00	GBP	GOOGLE PAY	COMPLETED	1555.27	27.21	1528.06
TXN004538	M0110	C00568	2025-01	2025-01-25 15:43:00	GBP	CARD	COMPLETED	202.88	3.55	199.33
TXN004539	M0165	C00135	2023-08	2023-08-20 17:05:00	BGN	CONTACTLESS	COMPLETED	1149.56	20.12	1129.44
TXN004540	M0174	C00333	2026-02	2026-02-12 19:59:00	GBP	QR CODE	COMPLETED	486.29	8.51	477.78
TXN004541	M0191	C00440	2026-02	2026-02-28 15:37:00	EUR	CONTACTLESS	COMPLETED	1802.31	31.54	1770.77
TXN004542	M0030	C00569	2025-10	2025-10-22 09:52:00	BGN	QR CODE	COMPLETED	847.59	14.83	832.76
TXN004543	M0180	C00111	2024-11	2024-11-17 00:56:00	BGN	GOOGLE PAY	COMPLETED	745.34	13.04	732.29
TXN004544	M0141	C00067	2023-09	2023-09-02 09:22:00	EUR	CARD	COMPLETED	79.53	1.39	78.14
TXN004545	M0056	C00281	2025-12	2025-12-25 13:00:00	EUR	QR CODE	COMPLETED	1298.37	22.72	1275.65
TXN004546	M0197	C00860	2024-04	2024-04-12 08:16:00	EUR	QR CODE	COMPLETED	1868.51	32.7	1835.81
TXN004547	M0180	C00040	2024-10	2024-10-18 22:39:00	BGN	CONTACTLESS	COMPLETED	639.21	11.19	628.02
TXN004548	M0070	C00361	2025-03	2025-03-05 18:20:00	EUR	GOOGLE PAY	COMPLETED	660.87	11.57	649.3
TXN004549	M0003	C00931	2025-04	2025-04-07 21:51:00	BGN	CARD	COMPLETED	1086.25	19.01	1067.24
TXN004550	M0106	C00609	2024-02	2024-02-03 22:29:00	BGN	CONTACTLESS	COMPLETED	336.2	5.89	330.31
TXN004551	M0176	C00623	2025-02	2025-02-27 18:41:00	GBP	CARD	COMPLETED	88.91	1.56	87.35
TXN004552	M0079	C00368	2024-07	2024-07-15 21:39:00	GBP	GOOGLE PAY	COMPLETED	1404.09	24.57	1379.51
TXN004553	M0111	C00547	2024-06	2024-06-22 10:54:00	GBP	GOOGLE PAY	COMPLETED	417.7	7.31	410.4
TXN004554	M0104	C00354	2026-02	2026-02-02 12:38:00	EUR	CARD	COMPLETED	216.22	3.78	212.44
TXN004556	M0076	C00929	2025-10	2025-10-20 22:24:00	EUR	CONTACTLESS	COMPLETED	2225.62	38.95	2186.67
TXN004558	M0100	C00195	2025-02	2025-02-16 23:34:00	GBP	QR CODE	COMPLETED	854.49	14.95	839.54
TXN004560	M0124	C00860	2025-07	2025-07-12 01:07:00	GBP	GOOGLE PAY	COMPLETED	863.45	15.11	848.34
TXN004561	M0176	C00958	2024-11	2024-11-10 01:10:00	GBP	CONTACTLESS	COMPLETED	136.77	2.39	134.38
TXN004562	M0053	C00985	2023-09	2023-09-05 22:09:00	EUR	APPLE PAY	COMPLETED	807.42	14.13	793.29
TXN004563	M0039	C00329	2024-06	2024-06-20 23:24:00	BGN	QR CODE	COMPLETED	1062.62	18.6	1044.03
TXN004564	M0159	C00111	2024-01	2024-01-23 19:24:00	GBP	CARD	COMPLETED	1884.79	32.98	1851.81
TXN004565	M0087	C00234	2023-12	2023-12-25 00:40:00	GBP	CONTACTLESS	COMPLETED	769.65	13.47	756.18
TXN004566	M0197	C00941	2024-06	2024-06-27 06:46:00	GBP	CARD	COMPLETED	261.76	4.58	257.17
TXN004567	M0085	C00154	2026-02	2026-02-07 19:14:00	EUR	CARD	COMPLETED	722.17	12.64	709.53
TXN004569	M0186	C00288	2024-01	2024-01-10 08:58:00	EUR	QR CODE	COMPLETED	1746.63	30.57	1716.06
TXN004570	M0125	C00202	2025-12	2025-12-08 07:16:00	BGN	GOOGLE PAY	COMPLETED	888.35	15.55	872.8
TXN004571	M0124	C00775	2025-05	2025-05-12 17:09:00	EUR	CARD	COMPLETED	1723.71	30.16	1693.55
TXN004572	M0030	C00638	2024-10	2024-10-15 16:09:00	BGN	QR CODE	COMPLETED	292.54	5.12	287.42
TXN004573	M0021	C00698	2025-06	2025-06-23 03:41:00	BGN	GOOGLE PAY	COMPLETED	21.06	0.37	20.69
TXN004574	M0039	C00475	2025-12	2025-12-05 09:10:00	BGN	QR CODE	COMPLETED	1244.32	21.78	1222.54
TXN004575	M0194	C00463	2025-04	2025-04-22 06:43:00	GBP	APPLE PAY	COMPLETED	728.13	12.75	715.38
TXN004576	M0033	C00974	2024-10	2024-10-23 06:49:00	BGN	CONTACTLESS	COMPLETED	898.06	15.72	882.34
TXN004577	M0051	C00191	2025-12	2025-12-21 20:09:00	EUR	APPLE PAY	COMPLETED	788.13	13.79	774.34
TXN004579	M0142	C00375	2024-04	2024-04-19 10:02:00	EUR	QR CODE	COMPLETED	2462.3	43.09	2419.21
TXN004580	M0189	C00269	2025-10	2025-10-01 05:32:00	GBP	GOOGLE PAY	COMPLETED	2074.79	36.31	2038.48
TXN004581	M0122	C00132	2025-06	2025-06-20 12:58:00	BGN	QR CODE	COMPLETED	485.08	8.49	476.59
TXN004582	M0127	C00081	2024-05	2024-05-04 10:45:00	BGN	CONTACTLESS	COMPLETED	890.43	15.58	874.84
TXN004583	M0015	C00842	2025-11	2025-11-16 15:20:00	EUR	GOOGLE PAY	COMPLETED	521.0	9.12	511.88
TXN004584	M0143	C00727	2024-10	2024-10-08 19:12:00	EUR	GOOGLE PAY	COMPLETED	259.05	4.53	254.52
TXN004586	M0068	C00397	2024-08	2024-08-06 00:40:00	EUR	APPLE PAY	COMPLETED	2048.05	35.84	2012.21
TXN004587	M0074	C00954	2025-06	2025-06-26 04:37:00	GBP	APPLE PAY	COMPLETED	1721.65	30.13	1691.53
TXN004588	M0182	C00610	2025-07	2025-07-19 09:17:00	BGN	GOOGLE PAY	COMPLETED	1190.87	20.84	1170.03
TXN004589	M0025	C00249	2025-02	2025-02-18 21:54:00	GBP	QR CODE	COMPLETED	776.32	13.58	762.74
TXN004590	M0116	C00095	2024-10	2024-10-05 19:27:00	EUR	CARD	COMPLETED	2105.4	36.84	2068.56
TXN004591	M0192	C00615	2025-04	2025-04-02 20:19:00	GBP	APPLE PAY	COMPLETED	496.24	8.68	487.56
TXN004592	M0190	C00544	2025-10	2025-10-14 17:45:00	BGN	QR CODE	COMPLETED	529.12	9.26	519.86
TXN004593	M0024	C00953	2025-09	2025-09-26 16:25:00	EUR	CARD	COMPLETED	136.58	2.39	134.19
TXN004594	M0094	C00941	2024-01	2024-01-15 15:38:00	EUR	QR CODE	COMPLETED	639.68	11.19	628.49
TXN004596	M0042	C00571	2024-08	2024-08-04 05:14:00	EUR	GOOGLE PAY	COMPLETED	2177.68	38.11	2139.57
TXN004598	M0056	C00741	2025-12	2025-12-30 12:35:00	GBP	APPLE PAY	COMPLETED	1013.19	17.73	995.46
TXN004599	M0002	C00781	2025-07	2025-07-16 00:14:00	GBP	GOOGLE PAY	COMPLETED	878.36	15.37	862.99
TXN004600	M0004	C00166	2024-10	2024-10-28 21:28:00	BGN	CONTACTLESS	COMPLETED	483.5	8.46	475.03
TXN004601	M0031	C00849	2024-09	2024-09-25 21:41:00	EUR	QR CODE	COMPLETED	1348.07	23.59	1324.48
TXN004602	M0107	C00451	2025-10	2025-10-23 05:30:00	EUR	GOOGLE PAY	COMPLETED	1390.1	24.33	1365.77
TXN004603	M0067	C00307	2024-09	2024-09-03 19:13:00	BGN	APPLE PAY	COMPLETED	253.56	4.44	249.12
TXN004604	M0165	C00412	2025-09	2025-09-11 18:10:00	GBP	GOOGLE PAY	COMPLETED	1453.24	25.43	1427.81
TXN004605	M0009	C00208	2025-05	2025-05-20 17:22:00	GBP	APPLE PAY	COMPLETED	2145.4	37.55	2107.85
TXN004606	M0053	C00576	2025-02	2025-02-05 16:51:00	EUR	CARD	COMPLETED	1818.19	31.82	1786.37
TXN004608	M0100	C00725	2025-05	2025-05-27 14:35:00	EUR	APPLE PAY	COMPLETED	1706.32	29.86	1676.46
TXN004609	M0144	C00973	2025-11	2025-11-23 23:14:00	BGN	CARD	COMPLETED	1009.17	17.66	991.51
TXN004610	M0022	C00371	2025-11	2025-11-14 13:46:00	BGN	QR CODE	COMPLETED	432.96	7.58	425.38
TXN004611	M0161	C00638	2025-05	2025-05-28 11:36:00	EUR	GOOGLE PAY	COMPLETED	2330.3	40.78	2289.52
TXN004612	M0147	C00932	2025-05	2025-05-02 03:13:00	BGN	GOOGLE PAY	COMPLETED	975.69	17.07	958.62
TXN004613	M0087	C00505	2025-12	2025-12-03 05:31:00	GBP	GOOGLE PAY	COMPLETED	874.46	15.31	859.15
TXN004614	M0094	C00854	2024-05	2024-05-09 11:50:00	GBP	CARD	COMPLETED	1213.57	21.24	1192.32
TXN004615	M0125	C00834	2025-03	2025-03-22 19:04:00	BGN	CARD	COMPLETED	748.08	13.09	734.99
TXN004617	M0156	C00373	2024-04	2024-04-30 21:51:00	EUR	CARD	COMPLETED	1226.3	21.46	1204.84
TXN004618	M0025	C00539	2024-12	2024-12-31 02:14:00	EUR	APPLE PAY	COMPLETED	1525.45	26.7	1498.75
TXN004619	M0073	C00634	2024-09	2024-09-25 23:12:00	EUR	CARD	COMPLETED	1033.21	18.08	1015.13
TXN004621	M0099	C00320	2026-02	2026-02-13 08:52:00	BGN	QR CODE	COMPLETED	589.03	10.31	578.72
TXN004622	M0147	C00945	2025-01	2025-01-11 10:57:00	EUR	GOOGLE PAY	COMPLETED	1204.32	21.08	1183.24
TXN004623	M0117	C00463	2025-03	2025-03-24 18:24:00	EUR	CARD	COMPLETED	1155.82	20.23	1135.59
TXN004624	M0150	C00199	2025-08	2025-08-07 12:07:00	GBP	CONTACTLESS	COMPLETED	99.65	1.74	97.91
TXN004625	M0111	C00818	2024-10	2024-10-29 07:43:00	GBP	QR CODE	COMPLETED	375.35	6.56	368.78
TXN004626	M0145	C00481	2025-07	2025-07-01 05:57:00	EUR	APPLE PAY	COMPLETED	669.23	11.71	657.52
TXN004628	M0030	C00989	2025-07	2025-07-02 10:19:00	GBP	GOOGLE PAY	COMPLETED	1477.02	25.85	1451.17
TXN004629	M0053	C00990	2024-03	2024-03-20 23:53:00	BGN	GOOGLE PAY	COMPLETED	1086.76	19.02	1067.74
TXN004630	M0131	C00657	2025-04	2025-04-17 13:32:00	BGN	QR CODE	COMPLETED	705.94	12.35	693.59
TXN004631	M0108	C00690	2025-07	2025-07-28 02:02:00	BGN	GOOGLE PAY	COMPLETED	1186.18	20.76	1165.42
TXN004632	M0052	C00850	2025-02	2025-02-24 16:24:00	BGN	APPLE PAY	COMPLETED	1260.77	22.06	1238.71
TXN004633	M0055	C00173	2024-06	2024-06-19 13:17:00	GBP	CONTACTLESS	COMPLETED	594.37	10.4	583.97
TXN004634	M0039	C00822	2024-11	2024-11-19 12:53:00	GBP	QR CODE	COMPLETED	1056.77	18.49	1038.28
TXN004635	M0101	C00397	2024-09	2024-09-17 23:21:00	GBP	QR CODE	COMPLETED	1128.87	19.75	1109.12
TXN004636	M0067	C00358	2025-09	2025-09-15 20:16:00	GBP	CONTACTLESS	COMPLETED	2132.88	37.33	2095.55
TXN004637	M0071	C00654	2025-10	2025-10-22 08:55:00	EUR	APPLE PAY	COMPLETED	800.99	14.02	786.97
TXN004638	M0007	C00006	2025-09	2025-09-18 07:28:00	BGN	APPLE PAY	COMPLETED	633.58	11.09	622.49
TXN004639	M0174	C00639	2025-11	2025-11-11 19:25:00	GBP	APPLE PAY	COMPLETED	683.7	11.96	671.74
TXN004640	M0007	C00888	2025-05	2025-05-10 14:51:00	EUR	GOOGLE PAY	COMPLETED	2037.32	35.65	2001.67
TXN004641	M0135	C00547	2023-11	2023-11-16 11:14:00	GBP	GOOGLE PAY	COMPLETED	1152.47	20.17	1132.3
TXN004642	M0149	C00616	2024-05	2024-05-03 05:46:00	GBP	APPLE PAY	COMPLETED	1317.94	23.06	1294.88
TXN004643	M0190	C00487	2024-11	2024-11-27 22:58:00	EUR	GOOGLE PAY	COMPLETED	693.55	12.14	681.41
TXN004644	M0054	C00396	2024-11	2024-11-13 08:05:00	EUR	CONTACTLESS	COMPLETED	880.99	15.42	865.57
TXN004645	M0181	C00901	2024-05	2024-05-13 00:20:00	EUR	GOOGLE PAY	COMPLETED	260.64	4.56	256.08
TXN004646	M0093	C00207	2024-09	2024-09-04 17:28:00	GBP	GOOGLE PAY	COMPLETED	1375.41	24.07	1351.34
TXN004649	M0147	C00055	2026-02	2026-02-09 08:07:00	BGN	QR CODE	COMPLETED	429.93	7.52	422.41
TXN004650	M0073	C00501	2024-06	2024-06-01 01:56:00	GBP	CARD	COMPLETED	195.82	3.42	192.39
TXN004651	M0124	C00118	2025-12	2025-12-16 17:07:00	GBP	APPLE PAY	COMPLETED	1490.49	26.08	1464.41
TXN004652	M0133	C00481	2024-10	2024-10-20 18:56:00	EUR	QR CODE	COMPLETED	1155.06	20.21	1134.85
TXN004653	M0051	C00911	2024-07	2024-07-11 00:27:00	GBP	GOOGLE PAY	COMPLETED	187.93	3.28	184.65
TXN004654	M0168	C00216	2024-12	2024-12-05 08:45:00	GBP	CARD	COMPLETED	2075.03	36.31	2038.72
TXN004655	M0089	C00744	2025-01	2025-01-18 13:02:00	GBP	QR CODE	COMPLETED	401.72	7.03	394.69
TXN004656	M0121	C00652	2025-02	2025-02-18 13:48:00	BGN	QR CODE	COMPLETED	602.03	10.54	591.49
TXN004658	M0146	C00613	2024-08	2024-08-16 04:12:00	BGN	QR CODE	COMPLETED	629.53	11.02	618.51
TXN004660	M0106	C00798	2026-02	2026-02-28 14:00:00	EUR	GOOGLE PAY	COMPLETED	837.83	14.66	823.17
TXN004661	M0149	C00657	2023-12	2023-12-29 01:40:00	GBP	CARD	COMPLETED	1713.46	29.98	1683.48
TXN004663	M0175	C00993	2025-07	2025-07-10 09:28:00	EUR	CARD	COMPLETED	1328.44	23.25	1305.19
TXN004664	M0059	C00444	2025-07	2025-07-01 16:53:00	GBP	APPLE PAY	COMPLETED	1674.88	29.31	1645.57
TXN004665	M0177	C00133	2025-11	2025-11-19 00:55:00	GBP	CONTACTLESS	COMPLETED	632.25	11.06	621.19
TXN004667	M0170	C00505	2025-11	2025-11-13 08:15:00	BGN	QR CODE	COMPLETED	945.41	16.55	928.87
TXN004668	M0084	C00274	2026-01	2026-01-10 16:53:00	EUR	QR CODE	COMPLETED	669.28	11.71	657.57
TXN004669	M0144	C00221	2025-10	2025-10-01 18:57:00	EUR	CONTACTLESS	COMPLETED	790.34	13.83	776.51
TXN004670	M0048	C00006	2025-08	2025-08-12 01:29:00	BGN	APPLE PAY	COMPLETED	801.09	14.02	787.07
TXN004671	M0040	C00371	2025-06	2025-06-05 19:39:00	EUR	CONTACTLESS	COMPLETED	1953.64	34.19	1919.45
TXN004672	M0167	C00412	2024-01	2024-01-20 04:38:00	GBP	CONTACTLESS	COMPLETED	2032.67	35.57	1997.1
TXN004674	M0068	C00121	2023-12	2023-12-28 07:01:00	GBP	APPLE PAY	COMPLETED	940.62	16.46	924.16
TXN004675	M0016	C00121	2024-02	2024-02-06 21:29:00	EUR	QR CODE	COMPLETED	523.18	9.16	514.02
TXN004676	M0092	C00023	2024-04	2024-04-05 02:35:00	GBP	CONTACTLESS	COMPLETED	2095.63	36.68	2058.96
TXN004677	M0052	C00710	2023-08	2023-08-24 21:34:00	GBP	QR CODE	COMPLETED	304.15	5.32	298.83
TXN004678	M0033	C00034	2023-10	2023-10-18 09:33:00	BGN	CONTACTLESS	COMPLETED	1117.97	19.56	1098.41
TXN004679	M0015	C00938	2025-02	2025-02-03 09:33:00	BGN	APPLE PAY	COMPLETED	368.9	6.46	362.44
TXN004680	M0114	C00539	2026-02	2026-02-01 19:28:00	BGN	CONTACTLESS	COMPLETED	1131.37	19.8	1111.57
TXN004681	M0070	C00108	2024-11	2024-11-27 20:43:00	GBP	CARD	COMPLETED	702.85	12.3	690.55
TXN004682	M0138	C00528	2024-04	2024-04-03 15:09:00	EUR	GOOGLE PAY	COMPLETED	2149.26	37.61	2111.65
TXN004683	M0071	C00352	2024-01	2024-01-23 18:22:00	EUR	APPLE PAY	COMPLETED	2170.51	37.98	2132.53
TXN004684	M0094	C00678	2025-10	2025-10-18 21:26:00	BGN	CARD	COMPLETED	989.66	17.32	972.34
TXN004686	M0187	C00106	2025-03	2025-03-26 09:16:00	BGN	APPLE PAY	COMPLETED	948.46	16.6	931.86
TXN004687	M0004	C00907	2025-03	2025-03-26 16:35:00	BGN	APPLE PAY	COMPLETED	361.03	6.32	354.71
TXN004688	M0189	C00417	2024-05	2024-05-11 16:36:00	BGN	APPLE PAY	COMPLETED	175.24	3.07	172.18
TXN004690	M0091	C00880	2025-05	2025-05-06 11:55:00	EUR	QR CODE	COMPLETED	833.27	14.58	818.69
TXN004691	M0194	C00308	2024-06	2024-06-18 21:09:00	GBP	GOOGLE PAY	COMPLETED	976.22	17.08	959.14
TXN004693	M0033	C00601	2024-04	2024-04-01 16:28:00	EUR	GOOGLE PAY	COMPLETED	373.09	6.53	366.56
TXN004694	M0153	C00292	2025-01	2025-01-24 19:02:00	GBP	APPLE PAY	COMPLETED	38.78	0.68	38.1
TXN004695	M0154	C00427	2024-02	2024-02-20 17:53:00	GBP	APPLE PAY	COMPLETED	676.3	11.84	664.46
TXN004696	M0185	C00350	2023-12	2023-12-18 13:27:00	GBP	GOOGLE PAY	COMPLETED	284.79	4.99	279.81
TXN004697	M0031	C00031	2024-08	2024-08-28 10:23:00	EUR	GOOGLE PAY	COMPLETED	1466.34	25.66	1440.68
TXN004698	M0111	C00309	2025-03	2025-03-23 08:39:00	EUR	CONTACTLESS	COMPLETED	1836.26	32.13	1804.13
TXN004699	M0199	C00203	2024-09	2024-09-13 15:09:00	EUR	APPLE PAY	COMPLETED	1699.65	29.74	1669.91
TXN004700	M0095	C00929	2023-10	2023-10-22 22:40:00	BGN	CARD	COMPLETED	259.17	4.54	254.64
TXN004701	M0015	C00297	2025-01	2025-01-27 09:23:00	GBP	APPLE PAY	COMPLETED	725.84	12.71	713.14
TXN004703	M0109	C00951	2026-03	2026-03-06 21:13:00	BGN	GOOGLE PAY	COMPLETED	261.19	4.57	256.62
TXN004705	M0078	C00053	2025-10	2025-10-21 02:01:00	GBP	CONTACTLESS	COMPLETED	1085.11	18.99	1066.12
TXN004706	M0021	C00573	2025-05	2025-05-25 02:23:00	GBP	CONTACTLESS	COMPLETED	1976.68	34.59	1942.09
TXN004707	M0024	C00401	2026-02	2026-02-26 22:37:00	BGN	GOOGLE PAY	COMPLETED	584.59	10.23	574.36
TXN004709	M0010	C00359	2025-04	2025-04-12 18:56:00	BGN	CARD	COMPLETED	662.31	11.59	650.72
TXN004710	M0023	C00612	2023-07	2023-07-02 11:23:00	EUR	CARD	COMPLETED	1975.66	34.57	1941.09
TXN004711	M0028	C00050	2025-04	2025-04-23 06:11:00	EUR	QR CODE	COMPLETED	111.67	1.95	109.72
TXN004712	M0182	C00964	2025-03	2025-03-02 21:43:00	BGN	GOOGLE PAY	COMPLETED	938.03	16.42	921.61
TXN004713	M0063	C00686	2025-05	2025-05-27 18:02:00	EUR	QR CODE	COMPLETED	464.39	8.13	456.26
TXN004714	M0144	C00975	2025-09	2025-09-08 14:33:00	EUR	QR CODE	COMPLETED	425.98	7.45	418.53
TXN004716	M0193	C00280	2025-06	2025-06-01 14:27:00	EUR	CARD	COMPLETED	1011.94	17.71	994.23
TXN004717	M0140	C00191	2024-11	2024-11-04 09:32:00	BGN	GOOGLE PAY	COMPLETED	894.34	15.65	878.69
TXN004718	M0112	C00315	2023-11	2023-11-08 15:17:00	GBP	CARD	COMPLETED	324.06	5.67	318.39
TXN004719	M0066	C00171	2025-06	2025-06-14 20:35:00	GBP	QR CODE	COMPLETED	425.54	7.45	418.09
TXN004720	M0112	C00531	2024-03	2024-03-04 07:28:00	EUR	QR CODE	COMPLETED	1485.72	26.0	1459.72
TXN004721	M0122	C00398	2025-06	2025-06-25 09:17:00	BGN	GOOGLE PAY	COMPLETED	779.45	13.64	765.8
